index	ranking	query	page	title	snippet	account	url	account_url
75	6	朗读者	8	董卿自述:《朗读者》从筹备到播出经历了什么?为什么会成功?	2017年4月7日,《朗读者》制作人、主持人董卿在总局电话会议上,分享了制作《朗读者》的经验和心得.董卿讲话“《朗读者》火...	央视综艺	http://mp.weixin.qq.com/s?src=3&timestamp=1497426766&ver=1&signature=DVacoqth1NhL35Vel46EcmapLpZS63GrUC4YTklRCfrtzMzs1jPe0gpz86YzGB-TI7clzzhUcWYMCDsbR4mbpEHoDvEKSeNEsOZ3FyeYxG29F6DqGtH0Nwd3B-bfpL-fmzWMbRV3*52KUeBPAbc5m5plHQAaG9zR2KqSlKOqEjo=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426766&ver=1&signature=ExHoKwoRzOJX9L*uAFxzIXVakDi-3*3TLeiV8trDuUuPiaNukasXMSLtOfd4NfodUTGskpM*cjsoKtlX4wQ7Wg==
76	7	朗读者	8	董卿《朗读者》精华55句,只读一遍,获益终生!	爱奇旅,让生活更美好戳蓝字关注ps:回复“单身交友”,随手解救单身宝宝文/指南君来:小学生阅读指南(xxsydzn)《朗读者》中...	爱奇旅	http://mp.weixin.qq.com/s?src=3&timestamp=1497426766&ver=1&signature=egCfJXuLFgn9LYMak59p-RuXQbAvOUi1Z7mrNTjFJ7Gvp6tMFIxLtDeVLsSIdG2dtWR5HNIecIbhs19YvQuBTjZTlILDSnzNS*tFyS8RxrTjOSjWGO89txXqEh2L8NDNLlHmIFml5l25p65yMN7kDsG5XabD6zcLggNZwVif3g8=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426766&ver=1&signature=7D2ANI3WYRztVtqm*ZSIcF1jWndDImse6nk9hczi5O4WGX-zV8EES7K784LKMZS-Ji7VaZnxSch0jrCaWOEN-w==
77	8	朗读者	8	《朗读者》里每段开场白,堪称写作范本(内附《朗读者》最全书单)	一个有料有趣的公众号【趣读好书】从第一期主题「遇见」到最后一期的「青春」,朗读者们的人生故事和真情朗读,引发了无数观众...	趣读好书	http://mp.weixin.qq.com/s?src=3&timestamp=1497426766&ver=1&signature=Eh5XkYG1tEVbkXNeMFHFMcM8d63pG5j9Nhk9YQ4*g0yz4nikbEVddiiRTkoBs*q*npY8D34QSy1YChPyEDtUtwYVgU6*LXmxx1-zTYqRShahbAYGiXq3IWpLIPfQ*NIv9rcirrB3e7XhZ4x1HqnQssZx5ZJMcOqUXLAMTojR8XQ=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426766&ver=1&signature=tNy1fFkDsUqTp*vh9MMa6Fq7GziBx5m4WMywWmJ-vGgTuLJEvrkzPruAD-Z4Gt90ab2Pwzzqnto*UVNJomgLKA==
78	9	朗读者	8	《朗读者》精华53句,只读一遍,获益终生!	来源:中国新闻网(cns2012)版权归原作者所有,如有侵权请及时联系《朗读者》第一期【遇见】01只要你是个正直的孩子,不管你...	FM93交通之声	http://mp.weixin.qq.com/s?src=3&timestamp=1497426766&ver=1&signature=fhxOtVP*yAwEDP0dgwF6ty32nfsBHPjv1APy7ybw-MXcvASgNzsEBdMhyKBvW4Y-cGImQ1d7Jfojjt3ZdmJ-wcMf89dmjKsGhGpq6gFLZFfvcE9qnHzM3rf5BhiHFOx7a7SW6BmuBpvnpbk18eqk-IqxXRTPcNW*3bMRKYhIy0U=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426766&ver=1&signature=UiDlYJsKfj0ZMUi5BhVPbhn3vNsj9QR0TBvYAX02Uu8lvbS-CXCSXmAi3NQFoI8kmcePnwr7ksoE9u1GS*oErA==
79	10	朗读者	8	意犹未尽,《朗读者》收官!最后一期,他们这样致敬青春,讲给孩子们听吧! | 深呼吸	文章来源:中国青年报(ID:zqbcyol)编辑:张小松素材来源:cctv朗读者官方微博及微信(ID:cctvlangduzhe)、新浪微博等.5月6日...	中国教育报	http://mp.weixin.qq.com/s?src=3&timestamp=1497426766&ver=1&signature=C0M8W4ctM*ONkwSzsPlIwC9GoSdsRIQFxelR8NDmySLXC1aW4ap1nWi*uD9UeGflF5H3TYuZ905fDWUurgcMfTE6c7XoUSfZy-CS33lyQWJ-KcITRC-d94bPUE5082m5J9Pd3WOpMZE6Zo-XzRxD8YMycxFxSEKIDfIciu9Jkds=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426766&ver=1&signature=buPtzAsZhzU*jwxi1ZcgAq6yqYHEjZsic2uR1WpO*Kr8xTsg0zf3Ugr1P2b-tZqjmP3rcrlnY-oRwFKeNiVYVA==
80	1	朗读者	9	朗读者江一燕:皮相的光鲜最多数年,优雅和安宁才是一生的事	但上周的《朗读者》里,江一燕忍不住盈泪于睫,为她的老师,也为她山区里的孩子们.很难想象,一个光鲜亮丽的明星愿意跑到山区...	水木文摘	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=zKtIYPbHWlzIb9Sjd6TduedPyXmjAbftHL9qke1Qdwg0zzBIZimIzCClYydviDOEQ2WGfi8KE3KXgdWZsrjPgdU1U1olRb24s*dLq6g0*oBgxF8lgTQD6zZhvXwrVNL1HUrWYlY6*alQ53X3TYlkgAAuWb8WnvPck*GvILthgMk=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=EiZ6oQO0cNJpFoX8HJeqHXYRbKkWYOvuvZJmQJ17H6t10*OaxPaGs5J6CldUmV4BD9XJaSx3K18LekzHVT4PNg==
81	2	朗读者	9	《朗读者》1-12期精华美句,用好作文美翻天!!	——朗读者倪萍高考志精华美句笋因落箨方成竹鱼为奔波始化龙朗读者首季节目虽然已经与我们告别,但青春不散,朗读不停.今天小...	金考卷	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=7xLvUw*Xc1t51MNAek4VQh*mFqoZ0xTMYZG73bvjD1fkWC12b1DXQ2A9DI3RoopF4wTgxT2hvCVUw84XtjJ8fZ7aJ2y2pt9zlovYbCKccjhrQEEix3TMh9IZfZUkaxQGCGrG*c0OJYu3-irO4--mfeYtA59WH8wk6nvdJVFJN*Y=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=cbPSpG450LNOCSpgi22IHQ1sNnvO-JA7wfdsgfvqj7CdgNVY*D4Lq9bQz7o7nlggmth5WbwhK-Ctx5Uq81QMtA==
82	3	朗读者	9	朗读者完整12期唯美开场白,值得收藏!	编辑来源:古典书城(gudianshucheng)3个月,12期节目,92天的时间,《朗读者》已与我们共同分享了60余名嘉宾的60余个故事...	学语文	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=Ccrc5y0jM8PEMGhEu4v1wzQdUw6rvA4fYH4YXsAJxl*tOTyox*ZQuPGLffv*3nuHiws3IxiqKdwqBP4Imhob4zUFR7NV5MZgZUvnpDmHbi2b4tBmJsXIMAa0XsHl*qzKQMuJ3AFpkm32kQu4R8kq9FqvFjFJuSo1aJk8YBBSySo=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=o--bz23zNds67KN1gLx6GHKdJcJWg1KEcefiX8fQD1b0UO3HVgbsYhnyiEoGZVBSE0LIyj9pnsOf2b*IUydCMg==
83	4	朗读者	9	央视《朗读者》最近出现了 “史上最失控”朗读!却呈现了一个家最暖的模样!	导读史上最混乱的《朗读者》现场出现了!董卿直言“这真的是我看到过最困难的一次录制”,现场的画风是这样的……(转载自微信...	中国青年报	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=mvfjZ71z5K6cA5l4puyqa9KaNZ8-ldwBU0GV*ZUOHb79Z-PdVR-81q7OfOyU-74voSJSWMzCObmH1N8zVrviOhhuJu1t*c6MVfG-dRwXE8e8nUKcH-g4ialdNJMZ99PevOvq395Ou-AtWpbjmWzhmEFK9Yi78*UuSMKKolQ2zGs=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=OuqAD6KqVh5XKQFCz5vLQj*irSPF-7j0CZSEucD-IyXQSjiV0XdlJUV*9ntiQ2cOrIhj*o8Vpq0G0X-tvlP3Dw==
84	5	朗读者	9	董卿《朗读者》第9期“家”作文素材	又称《忠义水浒全传》、《江湖豪客传》,一般简称《水浒》,全书定型于明朝.--维基百科董卿《朗读者》第9期主题词:家卷首语家...	金考卷	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=7xLvUw*Xc1t51MNAek4VQh*mFqoZ0xTMYZG73bvjD1fwh-CqLl69skDG*8aNEWWjXSDQjQ6mHaPmkb48HnNIec9zXxdSQ-j78x5DSKeLk*KQAFFFEiOXj20iNTUlZu9fItysFm1TImXhifQnjcBhLrO*vA2e0Bv148gI6GP-fms=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=cbPSpG450LNOCSpgi22IHQ1sNnvO-JA7wfdsgfvqj7CdgNVY*D4Lq9bQz7o7nlggmth5WbwhK-Ctx5Uq81QMtA==
85	6	朗读者	9	董卿“朗读者”1-10期完整书单,这些书你家孩子读过吗?	朗读者1-10期完整书单,这些书你的孩子读过吗?【第一期:遇见】朗读者: 濮存昕朗读篇目:《宗月大师》 选自图书:《老舍散文...	家长帮	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=-BEdOR1RSVY3aUcG3Exr*8cwoE5s2YZx9-B7FpH8hj2zzErQnDsE4h5nIAl7vmVoQNpl4ern*QDoagITLH0Zit4q7-eg65LxuZ19qEkDcfM4fSJivYHag0K*kZyReGthJ6lkWzVo2CghNCYzXrGSVt*1RJwo-zRjX6njY*yx4f0=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=vsbXuBoEOJKrq3lEqmDt0vFdtlgxtq2iH6Z7gyaQib*2Qb0cPscE6-DQe6PL2vZlNe8ezb6ZyZo0WqZAzOdpKQ==
86	7	朗读者	9	董卿《朗读者》精华55句,只读一遍,收益终生!	《朗读者》中金句频出,每一字每一句,都是前辈们生活的领悟,蕴藏着无限的生活大智慧.——小意今天小编整理了《朗读者》中的...	青春浙江	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=dNwWUhs3SkD1fY657-w6n200-JDT9FHJQIxC4a9RcIzXBn3ySLQU93jjpA1SFmiZ44T9cC65h227MwCLurp4AHxJxoiLRI6erkxlltJpzNXT3LsrktWsxSlUApn3-85kH-0teqr1-kcXy8UjoRGGC0CYFQkTP3nn0QHf0e7M3xM=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=AG1lBL2QTSVkIMLBVupBW1UJHucPqu74CX5gyM0SHDgCNHXG4Q8KojKN*wo-s32uaCNtk1z4VkFkS-q3YMAJ-A==
87	8	朗读者	9	《朗读者》120句精华,送给爱朗读的你!	- 所有的遇见,都是久别后的重逢 -// 遇见 //「朗读者」第一期 1.从某种意义上来看,世间一切,都是遇见.就像,冷遇见暖,就有了雨...	大老振工作室	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=F1lbiwpALkAgB1hrpSE1WYE-B2j470y1BtNWItcBN5QiZNnE2CPL8tgHkbd50084qbee5gWiJS3pJtkard*35ddYWmEqFSZgmm4pmahqPmL1j*2sHwIMc*Mr5UVn45l9iqoesMB-Aqo76Gdo15coDChQXhpHIWfK5h63ItcR*5w=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=3BAo2Aww-GpW8CDulExMLZOravrpdN4iH5GitMcHgfjJDDKaTIKbgJBS3bxtVKB-LENwVEeiqDrY2dFvbu*iRg==
88	9	朗读者	9	董卿《朗读者》100句精华,读一遍,受益终生!	来源:美尚(ID:meishang169)从「朗读者」第1期的热播,到第12期已经全部结束.每期节目的主题,都引发了观众的共鸣,让我们...	口袋英语精选	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=ZSgtAoXtd4s6ikd9T9NwsKuA7CVU1-o-*ge4WlxMLL2Z87AxFQl84udQLbMxoekPLkoz1HcOYw48e7tdIeIMwv6eStGR8Wu2huJ6DhynWGyH*hAJFOHW1PieN6-a4QTe-nf2LH2oAeGBcqE9rdPun-KCygjSGaioFwnFze3zEiM=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=Qu0YWifosUbMW5FdxCMjlMwVaGYjhBauaUclY76836bxTHg*J6hw87XovYc3zXRd0*lyUUMICGcvzPWEYVOUfw==
89	10	朗读者	9	这期朗读者竟然请来他!!你也许不知道他的名字,但他的独白一定听过...	最近一期主题为“那一天”的《朗读者》,节目组请来了一位“老戏骨”——金士杰.他朗读了自己曾出演过的话剧,《最后十四堂星...	中国新闻网	http://mp.weixin.qq.com/s?src=3&timestamp=1497426771&ver=1&signature=Mt6l6flvQH8I-1DiUzru8I0KOZBOJJ0pK577xeeRGFMJEimxHOmf*Gt2TEvPspYpF4REm-rN-UK39*y*xO4CGHmSZUq7hCEy20CVsjagLOjqA782PIwTfQrGKAgLLqs7pDDF4va84eOxhX*br-s-3IuSkyiBg*w5xyjVBV48XhA=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426771&ver=1&signature=QguStxF72dlgg7j-YxJtLMT**PqhVvfEChQObnYqCvFxQiIpWjVmqtVOlj9BxMP4ONKpcE3Qtw8QcJq5g-et0g==
90	1	朗读者	10	董卿的《朗读者》精华55句,只读一遍,获益终生!	今天小编整理了《朗读者》中的“金句”,不仅可以作为孩子的作文素材,也可以给予孩子心灵的滋养,帮助孩子更好地成长.下面一...	笨鸟读书	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=rt4Jee0stPdb6Z342W4DU0sCO2ItCBixhhhiyVuZFVUwTtBoKFRAHoZc1kVpqlvyi7aXSf4PBd7xBTuiZ-PSdDDaWavNnglbHL1kuqWorzYTmZBjCoHZhmif4V-BSEr7njlv3Rt4gC*NKQhA0KNk5bFRg4H69CMi4aovBRqnjBM=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=JoyFvCBCSGF*zDzLP32fmJLVyCN-dlTlPx98nvbWznoPLdIGM*1YmZnGqeQswyR3k5geEZNeRFOYmFVNoepmRw==
91	2	朗读者	10	意犹未尽,朗读者收官!看他们如何致敬青春……	导读昨晚,《朗读者》节目第一季收官,在这场以“青春”为主题的朗读中,歌手老狼、导演冯小刚、中国女排总教练郎平、青春偶像...	中国青年报	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=mvfjZ71z5K6cA5l4puyqa9KaNZ8-ldwBU0GV*ZUOHb5RpwQHGOjTfub*heLoYI2tJG-DfjmHMjtyQrSA*vFO63ONYBRfr-7NwiJf338H-LVEQLIgjOkvvkOHFa05WlH3oQRmxvb0nd*dNY2RwoKONsH48CPWHy6bJukFb0ZSmIA=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=OuqAD6KqVh5XKQFCz5vLQj*irSPF-7j0CZSEucD-IyXQSjiV0XdlJUV*9ntiQ2cOCLRev9U3WxGAtLmkPFt-iQ==
92	3	朗读者	10	《朗读者》曹文轩,实力诠释“孩子真正的起点是父母”!	《朗读者》第七期,简直就是一颗巨磅催泪弹!尤其是儿童文学作家曹文轩先生,在讲述自己的父亲的时候,指南君几次被感动地落泪...	一起朗读书院	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=W7HOay8dHzvJSoGuWSKqU4ir4JyYV9cExuy3wLkBRnsoC9ITHEIHkB5IiHBJDlsKZs0CSTUn2YUEnKbUaIAHWWnhZoplJmk7lR5I4EqMwBl2FQHolYmvP4VU8I7HRWMlxcJ0IgQU927UlOUrEpe-T*lSmosED1bvXkGD7zzUZRE=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=Lwo*YOd0y-z3zPE0X5**N8e-j-b0ktk0u7RvbdCn3XE6ThAY1J106KH4h8i7FYfiAlMsp5rN8BVnAOe1gHuy9Q==
93	4	朗读者	10	《朗读者》里董卿的每段开场语堪称作文范本!必须收藏!	今天,我要告诉你一个大秘密——《朗读者》节目里藏着孩子写作文的秘籍,节目的每一段开场白,都堪称最佳写作范本!如果你关注...	成都教育百师通	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=YaWP6YYl1zYxxM1R3qZO2q*KFhYdBYq5dxAyyF2R-5V-F2MlzslxJrjRnjYQ4iNAXnbcYa5NhVsqEPfhjxB03ntF9-R2iCG6wGtRhsRT-ClIkODTw*MPLwPYuUPO-aOvKSrBxOC3rPWOtniVzPQcO4ULFobCMFMnkG7Yh5MBR*4=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=4iXyiZZjjILiHA9xN1PPY5buuWYnoXjuMSxVoqD9rH8oRK*jWCxcFT0Aj8DX4WW1vs4-9HJKi8uFHmuKSAjnPA==
94	5	朗读者	10	《朗读者》12期札记、开场白、结束语……董卿说过的都在这里!	1遇见札记朗读者就是朗读的人,在我看来可以分为两部分来理解.朗读是传播文字,而人则是展现生命,将值得尊重的生命和值得关...	中国播音主持网	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=1JHUOi*feuw5lwBPVGdqXoVG1gREuYNOouCX8vBSdRKNcJDLibEzZNip9Omh1qUEatt0G05sPYjvLy8-wb2yw6bJuscNecm2ns8c-l85ReP1MuzdIEiz0zQruoaMDMuHAWsq-fbon6fUWdOlz8iBp2*w*vxFN*juAVbwGDP-rMQ=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=PEssR61HNH-R-lqeCEnCJZiiDshaUmwbutkY5VmLrSafCXTp6aBY9ypOe6b3t22Rlp2OjkSTOigcwJ5uYdgP*w==
95	6	朗读者	10	董卿《朗读者》精华55句,默读一遍,受益一生	今天小编为大家带来的是热播节目《朗读者》开播以来的经典语录,愿与君共勉.《朗读者》第一期【遇见】1.只要你是个正直的孩子...	有书国学共读	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=ej6cz9E64zudjueX0DdqV15dBAb7W4JPcXtZxupgIpGxCukhAV-hG36wkuLvMgBh7rfsXkYRQkqp9CAnmm6ypJDVQhYHMY-kxysEDr5K1r21747aElwsv5laTKVwblNbBPe*8XiPAN26L728OxBtKTQMMeAUOz09SCkHjAVE6Y8=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=8q9hN-CddlFn6zrCaQhIGAAIHgkpUNVczKlo*pOfanRPij-iZyFibGfgZmMkacWZobIFPYbp3rYySiijHZVDQg==
96	7	朗读者	10	董卿的《朗读者》精华53句,只读一遍,获益终生!	数姐有话最近一直很火的节目《朗读者》,里面很多优美的句子,关于教育的,数姐今天选了53句,每一句都是精华,只读一遍,受益...	初中数学	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=H-BvgDKN6rD1jA6fWYBuOtgbqhZ5F9EkzgT7OthJPjES0NZuXhP-omYSEbgESinzUxFp4utPPkM5NfJmr9eS0BYKxRoKD7i*baanKTnGK6BOrU0wn-NHvKaol38P445n-bHO42V7rkJvu5O5lqy71jyWFnNK1nXq25Uvpc6eW*k=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=2WTy*jUAu57svu*J251NfNKfB33fgqfzrQHbFLIPcC2DTOIhSC-agrNUHM9jI3TJ4NJiDudOgP7zmAhj8Vhfeg==
97	8	朗读者	10	董卿的《朗读者》八期精华句子大汇总,读一遍受益终身!	《朗读者》是一档由央视全力打造、董卿担任制作人和主持人的大型文化类节目.选用精美的文字,用最平实的情感,通过朗读的形式...	老刘的心灵鸡汤	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=ppGLntGgu9daYrW6dVTu9PfTpbUYUgBMzsXC9DbNPcByWheZ*DAwAom5s77Lv5pK3jtfYMvp*ehRsJYYrT-5t8r8u7j4oc*R4PlbbsDmdnyHsEVp5f4Cq5coxRF*M70gmxVwYnCIN8OYZiN*iqutKBRFMgVGxkSnhfRDI6HV5Gw=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=uUG*yOHCg*rOaj5d6HPVxrmHLQL6l47xKJTLjfPbbhvz4jkKHQs0j7fThvy8HP3GVizYda0PGKTCAXEoDnvLxg==
98	9	朗读者	10	董卿的《朗读者》精华55句,只读一遍,获益终生!	今天小编整理了《朗读者》中的“金句”,不仅可以作为孩子的作文素材,也可以给予孩子心灵的滋养,帮助孩子更好地成长.下面一...	优雅女人故事	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=BhhEVfeT13bmfCIXUxE8KVJ-7PQ*kW2NtrqZeHfx*r9GGr1jFpCHtnU3Msofx8THL9pUjCoDUJiUxI-umH8smDaJ1GycJu5vajWxkBON5VZPeZZ6-1UiAJnwKER8jhlD3O8uRjY43B0iTpUQLuhh3WWr75*ZB3RfSVUCjNaqots=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=PANlRWGpBzOVdvYAWJIqohpyw6nEu-wc3RiZTqNTVo70vL0FUpJlRMvSM8ln9Q1vmZlov6CT4mxXbpZ0pNvqww==
99	10	朗读者	10	《朗读者》里董卿的每段开场语堪称作文范本!必须收藏!	《朗读者》节目里藏着孩子写作文的秘籍!这就是,董卿读的节目开场白啊!堪称最佳写作范本!为什么这样说?如果你关注过孩子的...	现代与经典	http://mp.weixin.qq.com/s?src=3&timestamp=1497426781&ver=1&signature=XlNZP*KJAgDaBsISxJfuasYPsBuj3PeEXqJUsknULNA4ScxnUFSB1AnDSjGzTIDzH1FiqFtC98IEmwu2gP2LNotWoEKnXTqrYR3tL7TkerWZ72vXoId9*8w6PYDx*HUhbc8EoVJZL3vMI-LmMiS2lt3eVynW0gvDYUnwe8ZLbaQ=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497426781&ver=1&signature=18B66Lia52GNUT1ZZUzJ1LSjE-OamMXlK1c6rJ0jTDLF6dCIm8hKmIWDrRaOL--uoGLPNT7vrNay9DPpLwek6Q==
0	1	古代文学	1	古代文学名词解释终极总结版	在艺术上对后代文学影响最大就是赋比兴的表现手法.“赋者,敷... 的鸣叫起兴,引出诗人即景生情的联想. 历史散文:古代的散文是...	公务员考试常识积累	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=Yt0cfFvmjMVrxU72rb2*y-P2gByi5rSQwgKXUGIJA7fOjdpSIklfFuoE7IPs4OGGgkmpCkXPdYz5fft4N*8P6Q9rb1r5AIvx594HkYxuZ3Aj1fsfXA6g6njuNerb2-xzw-VC1cVXWX*JDCcRy6rSVA==	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=tUVSMfj7GPQpv1ekl4FrlO1ZStKpoB3guVf-tptQsliFLglsaK3AUzKzitR2JjkF2PAFh1wfWOasnJYxRmwXZA==
1	2	古代文学	1	【18考研】——古代文学怎么复习?	一.学校选择国内古代文学最牛的就是北大,南大和复旦,排名不分先后只是主攻方向不同.南大古代文学的特色是与古文献的结合和域...	古代文学考研	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=KeN9aRfnqQQVqGysRqKtjWDhXaDs7rcpReI-utFfpU4oR7ciVujS8XnD5Ftlnt*ijUIkW6Xm2yD2mWPt3aUQ6d-AwzXx807fI9cDd5m97UAHxnpnVv5mFXWxM0XtHwmkvGi8NTOX9U7eR9E82P7HTWLw*WVlMzjTa-TdLWDnGk4=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=K*KAtC*L1l9KAj4B*lXOzj*zUTwaZ9fwGqtoqHTx-isEZPfkSf3AX8CWJ1QCyHCZ*TaCN5kmCX4OMUEcJxTxqA==
2	3	古代文学	1	【中文•师说】张鸣谈“古代文学”	1977年考入北京大学中文系,1982年本科毕业,文学学士;1984年北京大学中文系古代文学专业研究生毕业,文学硕士.1984年留校...	北大中文人	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=hl43RFMm2PGUzucptT*S1I0YTJ7lBpn43QNEolMT8a5JT5k76get4Tyd7TOLjJZywKuxxXXydscw57zMmlqCt0OuamYTiiZZGCopAhnKN0RqTIgtMzW*PiwFYUarGymKefjnWxXMoS3r9e9eoe7hcYOWiFewM2g1Dq-gm6dsA8o=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=w5KoLEVvx*lXNmrwjdvuH2Hy5nvesOkanqN3LlHGLTsxkydrlOUsklikvyARWWu9gKXua4b3LL4wyEQoGxbEtQ==
3	4	古代文学	1	准高三生必看:史上最全古代文学常识!	☛古代文学常识汇总1.第一位女诗人是:蔡琰(文姬)2.第一部纪传体通史:史记3.第一部词典是:尔雅4.第一部大百科全书是:永乐大...	新东方在线高考辅导	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=APMPFKtCfqGnA7fsNp6M-90mChlbEct14eNXRL8FCqJ-rKqZyAbXxRjGlf7I2Pz*a71KZEgfziYBCwvW*fRvDk8Sp2mDMAOe18MLFIyG2Typ1zNWKAkL*8YS0wcFnijYKQVEaI9NF9RXCPZi-oo6WoKx0k4YBntstGIPvIqmb9k=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=SwwdWOUyNhse2NAQ2RFGDx78CRRDlSY3xMf5ILmnBojBq1AY7tJvmW80Ka86h4X02f7JSE493kxq7YPEk8gZdg==
4	5	古代文学	1	古代文学经典:东周列国志1	全书以古代著名史籍《左传》、《国语》、《战国策》和《史记》作为基本叙写依据,把曲折动人而又纷繁复杂的东周历史很有条理地...	励志小故事	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=743SsLS6Wb1-lMReywzmKnVfhumIuml6tNfIoKOaH6QNXIrp75r-CFEj3bOXDVz-E-kbaKcyxGKeC6nxqIGzACuNq*yZp0XXWObcrPnpxS5Dy0-T9v58sdVt8jlJ3NTSguaiwTGhGknF3iQkFXDLC6*7A2u-qPgKKlo-QbbOkcU=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=lF132nE4huoMWwQP*VrHVn7UnxbJG6zCCtoVReqgVb6aEUljD275-xA3Y4cAw-Iha86jBA6lXAu0PhpGIHHdAw==
5	6	古代文学	1	古代文学经典:东周列国志2	宣王曰:“此乃先朝之事,与你无干.”遂将老宫人喝退.随唤守宫侍者,往清水河看视女婴下落.不一时,恃者回报:“已被流水漂...	励志小故事	http://mp.weixin.qq.com/s?src=3&timestamp=1497427483&ver=1&signature=743SsLS6Wb1-lMReywzmKnVfhumIuml6tNfIoKOaH6QtMTzTPnVZMmyRIHV7Xy*n*G9lZX28Lan518PnSnSz1nTKaFplPhtV90zQ01wOEwLP5cHljBhIO0FK5QaD7vonBN8qQ-Dw8ruWJ7GG-HXNLF1itW0lFXhLPB7Q*sCQU8s=	http://mp.weixin.qq.com/profile?src=3&timestamp=1497427483&ver=1&signature=lF132nE4huoMWwQP*VrHVn7UnxbJG6zCCtoVReqgVb6aEUljD275-xA3Y4cAw-Iha86jBA6lXAu0PhpGIHHdAw==
